Student_ID,Age,Gender,Course_Year,Attendance_Percentage,Assignment_Submission_Rate,Quiz_Average_Score,Midterm_Score,Previous_GPA,Online_Learning_Hours,Course_Participation_Score,Forum_Activity_Count,Login_Frequency_Per_Week,Learning_Resource_Access_Count,Late_Submission_Count,Missing_Assignment_Count,Study_Plan_Adherence,Academic_Counseling_Received,Tutoring_Support_Received,Adaptive_Learning_Resource_Used,Performance_Score,Final_Academic_Score,Intervention_Recommendation,Academic_Risk_Level,Academic_Risk_Class
159,17,Female,2,96.13,89.98,83.9,85.43,2.27,5.91,79.73,8,10,70,4,5,17.82,0,1,0,63.58,69.58,Adaptive Learning Resources,Medium Risk,1
160,18,Female,4,85.8,44.22,20.49,14.42,3.82,7.98,81.96,13,3,32,5,3,47.02,0,0,1,51.94,56.08,Adaptive Learning Resources,Medium Risk,1
161,18,Female,1,43.59,30.56,96.04,87.71,1.09,5.52,71.49,32,7,46,5,0,71.8,1,1,0,59.31,64.03,Adaptive Learning Resources,Medium Risk,1
162,22,Male,4,90.21,85.56,69.9,73.33,1.78,4.26,90.66,28,2,65,1,4,24.46,0,1,1,62.2,67.74,Adaptive Learning Resources,Medium Risk,1
163,23,Female,3,95.93,50.6,48.84,36.75,1.4,5.65,31.59,23,3,28,1,5,33.27,1,0,1,36.88,44.47,Academic Counseling and Tutoring,High Risk,2
164,21,Female,3,53.0,72.09,58.01,27.8,2.62,13.67,87.47,5,12,35,1,6,77.13,0,0,1,61.41,65.69,Adaptive Learning Resources,Medium Risk,1
165,17,Male,1,56.67,78.98,47.78,95.52,1.53,5.47,68.86,25,3,51,2,7,71.2,1,0,0,42.06,45.43,Adaptive Learning Resources,Medium Risk,1
166,17,Male,3,43.21,46.14,50.07,59.85,3.23,13.54,88.45,38,7,70,1,4,44.39,0,0,1,70.69,74.01,Regular Monitoring,Low Risk,0
167,19,Female,3,57.42,60.41,65.63,41.03,3.76,3.47,62.61,43,10,27,8,6,99.35,0,0,0,40.14,42.51,Adaptive Learning Resources,Medium Risk,1
168,18,Female,2,78.75,91.59,20.12,14.0,1.62,10.25,46.24,2,4,49,9,3,41.42,0,0,1,27.94,33.57,Academic Counseling and Tutoring,High Risk,2
169,21,Male,3,52.69,90.38,29.91,24.92,3.72,11.3,91.78,39,12,53,4,0,36.01,1,0,1,80.07,83.55,Regular Monitoring,Low Risk,0
170,22,Female,3,35.44,79.95,34.3,63.83,2.9,2.11,90.19,31,10,79,8,7,43.99,0,0,1,26.91,35.6,Academic Counseling and Tutoring,High Risk,2
171,23,Female,4,57.01,81.02,49.64,56.18,1.59,8.39,41.41,25,7,6,7,7,78.83,1,0,1,23.28,31.01,Academic Counseling and Tutoring,High Risk,2
172,20,Female,1,64.46,91.81,46.54,78.18,3.21,0.69,79.53,2,3,13,4,3,22.85,0,0,0,56.45,58.04,Adaptive Learning Resources,Medium Risk,1
173,23,Female,4,71.81,78.91,76.39,85.14,1.27,13.96,27.3,11,10,14,6,1,39.45,1,1,1,63.06,69.17,Adaptive Learning Resources,Medium Risk,1
174,24,Female,1,79.45,47.17,37.03,45.75,3.08,8.1,26.88,13,9,17,1,4,66.67,0,0,0,58.7,63.27,Adaptive Learning Resources,Medium Risk,1
175,17,Female,4,39.02,29.66,19.85,19.08,3.58,1.03,60.91,18,2,52,9,1,88.51,1,0,0,33.07,39.88,Academic Counseling and Tutoring,High Risk,2
176,22,Male,4,65.53,53.75,19.71,81.24,3.85,10.41,22.86,3,12,55,9,1,52.09,0,0,0,61.64,67.09,Adaptive Learning Resources,Medium Risk,1
177,24,Male,2,52.31,26.99,15.96,59.84,1.16,13.34,54.7,11,11,69,6,2,47.35,0,1,0,40.88,46.94,Adaptive Learning Resources,Medium Risk,1
178,21,Male,2,96.62,29.26,18.23,98.18,1.19,11.19,83.26,34,13,14,4,7,44.82,0,0,1,38.06,42.78,Academic Counseling and Tutoring,High Risk,2
179,20,Female,3,58.39,96.01,87.99,81.67,3.79,2.44,91.16,22,3,19,5,4,19.51,0,0,0,63.65,65.03,Adaptive Learning Resources,Medium Risk,1
180,18,Female,1,41.51,74.07,74.27,39.62,3.37,8.33,40.38,2,12,77,8,3,94.75,0,0,0,56.32,59.53,Adaptive Learning Resources,Medium Risk,1
181,22,Female,2,37.7,88.13,99.65,48.56,3.32,11.13,26.16,2,6,20,7,3,18.76,1,1,1,55.03,56.56,Adaptive Learning Resources,Medium Risk,1
182,22,Female,2,52.25,71.43,16.73,31.2,3.23,12.11,70.45,38,11,43,1,1,62.76,0,0,0,76.81,78.08,Regular Monitoring,Low Risk,0
183,17,Male,4,46.63,53.48,87.17,56.08,3.15,0.73,41.19,41,12,72,9,5,82.45,0,0,0,36.67,42.03,Academic Counseling and Tutoring,High Risk,2
184,25,Female,4,77.24,22.01,74.16,73.97,2.84,4.61,21.88,15,13,22,5,0,87.82,0,0,1,68.75,71.32,Regular Monitoring,Low Risk,0
185,22,Male,3,90.05,96.47,69.43,65.12,3.44,13.33,30.5,12,6,54,0,2,30.7,0,1,0,92.52,94.93,Regular Monitoring,Low Risk,0
186,19,Female,3,55.32,25.67,45.31,40.79,1.1,4.25,95.07,18,6,2,7,2,17.77,0,0,0,24.87,30.5,Academic Counseling and Tutoring,High Risk,2
187,20,Male,3,72.56,68.81,47.02,84.1,3.22,7.35,90.01,27,10,15,0,6,80.31,1,0,1,71.0,75.4,Regular Monitoring,Low Risk,0
188,20,Female,2,82.47,28.18,86.87,19.46,2.75,10.6,86.37,37,8,4,1,7,20.22,0,0,1,48.29,52.31,Adaptive Learning Resources,Medium Risk,1
189,19,Female,2,60.9,42.73,75.65,22.83,3.72,14.79,47.16,8,8,10,3,6,52.15,0,0,1,55.74,57.99,Adaptive Learning Resources,Medium Risk,1
190,19,Female,3,39.31,34.87,71.98,46.37,3.81,6.67,77.16,16,6,12,9,5,45.17,0,0,0,35.66,41.67,Academic Counseling and Tutoring,High Risk,2
191,19,Male,4,49.9,64.3,17.61,73.2,1.72,7.8,96.56,6,8,24,1,5,26.41,0,1,0,46.44,50.71,Adaptive Learning Resources,Medium Risk,1
192,20,Male,3,92.4,90.97,30.67,72.48,3.37,8.6,65.41,7,1,31,4,1,60.15,0,1,0,77.03,78.44,Regular Monitoring,Low Risk,0
193,23,Female,3,88.59,70.85,96.82,42.99,3.87,3.9,46.65,36,7,48,6,7,27.85,0,0,1,46.17,50.54,Adaptive Learning Resources,Medium Risk,1
194,20,Female,3,40.62,73.14,53.62,72.69,1.8,5.85,83.95,11,3,6,6,2,71.47,0,0,0,47.55,54.86,Adaptive Learning Resources,Medium Risk,1
195,25,Male,2,49.56,92.71,81.42,15.45,3.55,6.8,54.43,27,13,31,9,2,82.73,1,1,0,56.72,58.9,Adaptive Learning Resources,Medium Risk,1
196,17,Female,3,85.0,79.95,48.09,36.1,2.76,0.78,66.19,1,3,69,4,1,34.66,0,0,1,58.37,64.55,Adaptive Learning Resources,Medium Risk,1
197,24,Male,2,66.58,89.28,79.97,72.44,2.18,0.61,63.3,27,9,30,2,3,77.91,0,0,0,64.38,68.38,Adaptive Learning Resources,Medium Risk,1
198,23,Female,1,84.4,53.31,25.13,26.56,3.47,3.75,37.39,24,1,46,4,1,69.95,0,0,1,56.5,59.64,Adaptive Learning Resources,Medium Risk,1
199,18,Female,3,48.72,89.23,18.58,29.14,3.61,7.93,20.05,26,9,8,3,1,37.93,1,0,0,61.59,68.21,Adaptive Learning Resources,Medium Risk,1
200,24,Female,3,96.93,71.67,54.63,17.82,1.85,14.36,99.91,34,5,17,5,4,31.59,0,0,0,50.74,55.09,Adaptive Learning Resources,Medium Risk,1
201,17,Female,2,85.93,30.85,65.29,42.8,3.38,14.6,53.35,14,14,73,0,3,89.33,1,0,1,87.6,91.41,Regular Monitoring,Low Risk,0
202,25,Female,3,47.83,23.1,42.51,84.24,1.15,9.88,42.71,34,9,42,0,1,32.13,0,0,0,60.18,64.95,Adaptive Learning Resources,Medium Risk,1
203,25,Female,3,71.3,39.52,75.86,85.27,2.25,12.49,81.27,32,1,62,7,4,21.68,0,1,0,50.51,53.06,Adaptive Learning Resources,Medium Risk,1
204,18,Male,3,42.35,50.27,57.14,87.61,1.21,13.56,67.4,43,6,52,5,6,42.04,0,0,1,37.45,45.88,Academic Counseling and Tutoring,High Risk,2
205,23,Male,4,58.49,87.01,93.91,13.3,1.88,12.67,90.44,41,1,56,8,2,91.89,1,1,1,54.3,58.12,Adaptive Learning Resources,Medium Risk,1
206,19,Male,2,77.88,79.3,22.22,99.41,3.85,8.38,82.49,22,1,65,9,6,64.8,0,0,1,49.02,52.82,Adaptive Learning Resources,Medium Risk,1
207,23,Female,4,56.46,96.43,20.66,55.24,3.2,10.71,42.54,26,14,52,0,0,76.05,0,0,1,90.81,93.72,Regular Monitoring,Low Risk,0
208,25,Male,3,77.69,64.73,91.94,88.55,3.27,0.55,67.38,37,5,22,6,3,33.6,0,1,0,59.3,62.85,Adaptive Learning Resources,Medium Risk,1
209,20,Male,3,50.91,79.82,71.87,91.46,1.4,9.9,60.22,7,11,59,0,6,56.98,0,0,0,60.26,62.9,Adaptive Learning Resources,Medium Risk,1
210,17,Male,3,81.88,42.02,72.05,56.3,2.74,6.68,96.41,37,13,48,6,4,82.24,0,0,0,58.91,64.2,Adaptive Learning Resources,Medium Risk,1
211,18,Male,1,58.37,74.37,17.34,14.6,2.17,9.85,39.17,3,14,12,6,5,46.43,0,0,0,29.13,35.07,Academic Counseling and Tutoring,High Risk,2
212,17,Male,1,86.38,76.49,94.7,63.77,3.2,10.57,42.71,4,5,62,7,3,75.88,0,0,0,68.92,72.03,Regular Monitoring,Low Risk,0
213,21,Female,3,43.88,87.87,80.61,40.07,1.47,1.92,93.63,15,1,73,4,7,64.57,1,1,0,28.86,35.97,Academic Counseling and Tutoring,High Risk,2
214,21,Female,2,58.53,62.91,79.97,28.61,1.85,13.18,56.62,17,2,7,7,4,43.5,0,1,1,37.21,45.24,Academic Counseling and Tutoring,High Risk,2
215,23,Female,3,65.16,71.92,92.51,26.43,3.7,3.05,56.58,44,14,76,9,7,50.16,0,0,1,36.32,41.71,Academic Counseling and Tutoring,High Risk,2
216,25,Female,2,62.55,36.24,64.14,60.33,1.51,0.65,89.46,44,3,29,4,2,77.59,0,1,0,45.27,51.64,Adaptive Learning Resources,Medium Risk,1
217,25,Male,2,63.15,78.94,48.55,19.4,2.9,6.73,43.68,17,3,43,8,7,78.64,0,0,0,23.43,32.05,Academic Counseling and Tutoring,High Risk,2
218,19,Female,2,63.91,87.07,55.86,83.95,1.95,1.8,75.75,7,7,53,7,2,90.77,0,0,1,54.12,57.79,Adaptive Learning Resources,Medium Risk,1
219,19,Male,3,99.27,67.5,81.07,30.46,1.25,14.36,77.72,28,2,12,6,6,60.81,0,1,0,39.04,41.91,Academic Counseling and Tutoring,High Risk,2
220,19,Male,1,47.56,29.25,80.34,59.44,1.67,4.62,55.39,20,3,71,6,0,52.73,0,1,0,49.54,56.45,Adaptive Learning Resources,Medium Risk,1
221,20,Female,3,84.96,45.03,66.81,21.29,3.61,3.74,46.72,38,14,41,2,2,81.39,0,0,0,71.47,73.97,Regular Monitoring,Low Risk,0
222,24,Male,2,70.87,58.04,33.54,87.37,3.73,4.3,79.73,26,1,31,5,5,47.81,0,0,0,51.48,55.55,Adaptive Learning Resources,Medium Risk,1
223,22,Female,3,61.89,74.17,84.61,72.29,2.26,4.61,40.47,1,1,57,5,2,65.42,0,0,0,57.29,61.6,Adaptive Learning Resources,Medium Risk,1
224,24,Male,1,76.18,45.63,70.02,28.59,2.86,1.41,85.54,3,1,79,4,6,79.63,0,0,0,40.13,42.74,Adaptive Learning Resources,Medium Risk,1
225,17,Female,1,90.48,87.22,33.81,74.42,2.56,8.33,53.31,11,1,78,1,0,93.62,0,0,1,86.7,89.38,Regular Monitoring,Low Risk,0
226,24,Male,3,65.33,49.74,55.85,17.46,1.84,0.76,21.47,15,4,7,9,3,90.55,0,1,0,17.11,23.61,Academic Counseling and Tutoring,High Risk,2
227,20,Male,3,91.21,23.43,99.76,79.5,2.03,11.33,65.54,24,1,50,6,2,71.16,0,1,1,63.96,69.32,Adaptive Learning Resources,Medium Risk,1
228,17,Female,1,41.1,83.52,42.91,54.13,2.58,11.63,35.55,22,4,34,4,3,16.75,0,1,0,50.89,53.41,Adaptive Learning Resources,Medium Risk,1
229,24,Male,4,77.45,71.54,24.91,20.82,3.09,6.3,57.33,16,6,12,1,0,77.77,0,1,0,72.6,74.31,Regular Monitoring,Low Risk,0
230,20,Male,1,56.66,84.16,16.84,59.54,2.05,14.58,84.67,41,3,66,3,1,43.15,1,1,0,68.64,71.81,Regular Monitoring,Low Risk,0
231,22,Male,2,60.14,47.91,30.69,28.08,3.1,11.84,35.2,0,3,28,0,2,85.85,0,1,0,67.34,71.55,Regular Monitoring,Low Risk,0
232,24,Female,1,72.12,21.41,30.89,70.55,3.88,2.28,36.65,20,12,31,7,3,17.28,0,0,1,44.17,48.34,Adaptive Learning Resources,Medium Risk,1
233,20,Female,2,66.19,25.9,87.94,73.78,1.07,14.71,57.91,35,11,47,4,5,24.63,0,0,1,47.18,51.65,Adaptive Learning Resources,Medium Risk,1
234,19,Male,2,59.82,28.94,28.27,78.48,1.49,12.75,58.12,1,5,27,7,4,73.63,0,0,0,35.41,40.17,Academic Counseling and Tutoring,High Risk,2
235,25,Female,2,55.04,84.41,88.33,90.54,3.75,10.71,56.29,22,10,29,0,5,37.6,0,0,0,83.74,86.23,Regular Monitoring,Low Risk,0
236,19,Female,3,75.19,44.11,22.37,68.94,1.21,9.98,75.56,39,13,33,7,4,42.02,1,0,1,35.41,38.44,Academic Counseling and Tutoring,High Risk,2
237,25,Female,2,67.86,99.83,92.06,54.26,3.3,9.27,41.53,1,12,75,4,1,49.02,0,1,0,85.21,87.03,Regular Monitoring,Low Risk,0
238,18,Female,3,56.02,80.67,36.79,86.88,2.87,14.86,40.84,42,2,13,6,2,31.16,0,1,1,61.51,66.15,Adaptive Learning Resources,Medium Risk,1
239,18,Male,1,48.32,68.09,66.98,90.99,1.14,7.44,21.79,9,14,17,2,2,88.05,0,0,0,61.99,64.54,Adaptive Learning Resources,Medium Risk,1
240,18,Female,2,85.34,98.69,28.58,80.36,1.0,2.9,50.54,42,4,72,2,2,22.5,0,0,1,53.22,59.36,Adaptive Learning Resources,Medium Risk,1
241,22,Male,1,86.98,45.3,48.15,94.82,2.51,4.77,35.66,8,1,53,8,4,29.46,0,0,0,37.48,41.36,Academic Counseling and Tutoring,High Risk,2
242,19,Male,3,48.9,33.25,22.29,98.15,1.35,5.94,67.33,28,10,3,6,1,47.41,0,1,1,43.7,50.1,Adaptive Learning Resources,Medium Risk,1
243,25,Female,3,52.01,78.98,64.26,32.62,3.62,5.09,34.49,25,12,74,5,4,46.94,0,0,1,53.92,58.92,Adaptive Learning Resources,Medium Risk,1
244,20,Female,4,50.54,42.25,44.4,26.53,2.44,0.94,91.56,35,9,29,3,2,19.41,1,0,1,44.66,47.43,Adaptive Learning Resources,Medium Risk,1
245,17,Male,2,92.5,96.88,87.43,50.37,1.7,1.57,87.92,28,3,63,4,1,43.77,0,0,1,65.02,67.34,Regular Monitoring,Low Risk,0
246,20,Male,4,85.32,99.05,30.45,99.72,1.5,0.57,81.21,3,8,30,7,4,79.97,0,0,1,43.44,50.58,Adaptive Learning Resources,Medium Risk,1
247,17,Female,3,39.85,94.11,38.8,17.96,3.51,10.35,84.68,20,4,57,0,5,90.7,0,0,1,66.12,67.08,Regular Monitoring,Low Risk,0
248,21,Male,1,89.12,95.58,30.07,74.08,3.16,10.14,96.77,32,6,26,1,2,25.53,0,0,0,84.15,87.99,Regular Monitoring,Low Risk,0
249,20,Male,1,37.4,69.25,62.92,86.58,3.15,1.49,45.58,30,10,75,2,7,70.38,0,0,0,49.55,54.47,Adaptive Learning Resources,Medium Risk,1
250,24,Male,2,51.46,75.37,24.5,99.68,1.26,5.07,98.39,27,11,42,4,1,93.76,0,0,0,63.33,69.25,Adaptive Learning Resources,Medium Risk,1
251,24,Male,3,94.73,27.54,31.1,65.77,2.87,4.6,91.24,35,4,6,7,6,40.49,0,0,0,31.52,38.48,Academic Counseling and Tutoring,High Risk,2
252,23,Female,1,91.18,81.04,72.67,44.21,3.61,7.08,48.95,32,4,63,4,7,89.51,0,0,0,55.9,60.89,Adaptive Learning Resources,Medium Risk,1
253,19,Male,3,85.79,36.17,21.33,24.98,3.3,5.7,89.13,3,11,63,4,6,28.3,0,0,0,41.11,44.51,Adaptive Learning Resources,Medium Risk,1
254,17,Female,2,64.74,87.23,78.17,98.36,1.35,12.4,91.78,3,14,6,5,1,88.18,0,0,0,79.27,81.91,Regular Monitoring,Low Risk,0
255,17,Male,2,55.89,96.92,23.87,93.18,3.85,13.3,22.89,32,6,69,8,0,51.27,0,0,0,76.27,77.45,Regular Monitoring,Low Risk,0
256,19,Female,2,92.3,36.99,64.77,82.41,1.21,3.49,90.08,13,8,38,8,1,85.16,0,0,1,51.02,55.76,Adaptive Learning Resources,Medium Risk,1
257,22,Female,3,77.71,26.24,99.81,94.94,2.67,2.25,54.66,8,9,69,8,5,32.9,1,0,1,42.66,47.2,Adaptive Learning Resources,Medium Risk,1
258,23,Female,1,54.21,58.71,29.78,15.48,3.84,12.67,84.91,23,2,33,4,0,20.86,0,0,0,69.13,71.47,Regular Monitoring,Low Risk,0
259,22,Female,1,65.11,83.32,37.19,66.83,3.47,7.77,28.89,24,6,15,5,2,65.64,0,0,0,63.33,69.04,Adaptive Learning Resources,Medium Risk,1
260,22,Female,3,92.3,81.65,91.37,34.73,3.04,5.2,33.77,6,1,64,6,0,37.64,0,0,0,67.4,70.54,Regular Monitoring,Low Risk,0
261,22,Male,2,93.72,75.75,68.23,78.9,3.57,1.25,98.3,27,7,73,2,7,83.56,0,0,0,66.15,67.33,Regular Monitoring,Low Risk,0
262,19,Female,2,77.85,85.66,56.87,18.61,3.02,9.29,53.29,4,10,31,0,2,85.11,0,1,0,79.17,81.17,Regular Monitoring,Low Risk,0
263,22,Female,1,82.62,34.0,62.83,33.28,1.16,3.51,83.88,12,3,78,1,2,76.49,1,1,1,53.74,60.07,Adaptive Learning Resources,Medium Risk,1
264,24,Male,2,37.55,72.16,40.12,86.52,2.05,1.05,80.02,1,9,44,3,5,57.3,0,1,0,43.18,48.52,Adaptive Learning Resources,Medium Risk,1
265,18,Male,1,74.3,68.45,87.7,77.45,2.28,6.95,82.88,19,6,54,8,3,93.47,0,0,1,58.72,63.59,Adaptive Learning Resources,Medium Risk,1
266,21,Female,2,79.78,32.27,78.35,99.28,2.64,9.16,81.17,11,13,54,0,7,64.77,1,0,1,69.09,71.97,Regular Monitoring,Low Risk,0
267,17,Female,2,36.32,53.15,69.61,67.96,1.69,2.98,93.12,26,13,30,5,5,30.31,1,0,1,35.89,43.04,Academic Counseling and Tutoring,High Risk,2
268,17,Male,2,89.85,88.2,94.2,37.28,3.64,9.95,67.41,6,12,29,3,0,64.47,0,0,0,96.42,99.49,Regular Monitoring,Low Risk,0
269,21,Male,4,95.34,97.74,64.14,59.31,1.69,3.24,54.04,33,9,79,5,1,63.95,0,1,1,64.56,69.51,Adaptive Learning Resources,Medium Risk,1
270,19,Female,2,50.47,73.23,58.51,94.96,2.97,0.8,94.02,20,6,75,1,1,69.41,0,0,0,81.35,81.79,Regular Monitoring,Low Risk,0
271,20,Female,2,89.98,93.76,97.93,68.66,3.63,2.66,48.56,17,4,72,1,6,23.44,1,0,1,68.34,71.54,Regular Monitoring,Low Risk,0
272,19,Female,2,78.26,30.56,32.51,89.33,3.2,9.01,70.46,9,6,50,6,5,73.54,0,0,1,51.91,53.81,Adaptive Learning Resources,Medium Risk,1
273,17,Female,1,72.75,98.0,27.07,12.06,1.41,9.71,88.42,37,1,37,4,7,49.28,1,0,1,26.26,31.24,Academic Counseling and Tutoring,High Risk,2
274,17,Female,4,89.8,22.68,28.79,43.26,3.85,13.04,93.28,38,10,28,5,6,66.89,0,1,0,55.11,56.77,Adaptive Learning Resources,Medium Risk,1
275,21,Female,3,53.56,62.18,99.1,94.18,1.28,1.4,95.95,43,8,58,3,7,93.27,1,0,1,44.93,46.16,Adaptive Learning Resources,Medium Risk,1
276,22,Female,1,86.41,43.28,70.44,13.54,1.6,14.32,72.79,20,10,29,0,7,43.78,0,1,1,47.84,51.05,Adaptive Learning Resources,Medium Risk,1
277,19,Female,4,55.44,85.11,41.0,56.72,1.42,8.07,77.62,15,8,31,7,5,61.9,1,1,1,33.07,41.92,Academic Counseling and Tutoring,High Risk,2
278,25,Female,1,86.18,37.4,36.16,41.19,3.0,4.06,59.8,19,3,45,0,6,80.48,0,0,0,49.65,53.72,Adaptive Learning Resources,Medium Risk,1
279,21,Male,4,64.32,20.92,19.81,68.16,3.42,5.8,42.79,39,5,44,7,5,25.3,0,1,0,31.07,35.41,Academic Counseling and Tutoring,High Risk,2
280,24,Male,4,42.6,53.17,26.22,24.6,1.71,1.31,21.29,23,5,56,0,2,45.11,1,1,0,39.18,47.24,Academic Counseling and Tutoring,High Risk,2
281,17,Female,3,59.8,25.13,92.19,68.8,3.94,2.1,37.76,20,3,66,9,0,26.56,1,0,0,57.09,64.1,Adaptive Learning Resources,Medium Risk,1
282,21,Male,1,50.18,43.21,78.52,99.27,1.42,13.29,98.4,43,11,28,9,4,86.38,1,1,0,49.43,55.21,Adaptive Learning Resources,Medium Risk,1
283,19,Male,1,41.53,71.5,95.03,34.4,1.95,2.04,84.51,30,11,2,3,1,80.62,0,0,0,61.37,64.17,Adaptive Learning Resources,Medium Risk,1
284,17,Male,1,42.17,43.58,51.02,51.53,2.47,1.31,58.32,9,6,11,5,4,41.92,0,1,0,31.54,42.65,Academic Counseling and Tutoring,High Risk,2
285,20,Female,1,85.7,39.66,66.11,12.67,3.43,9.17,47.49,19,11,44,0,0,17.49,0,0,0,81.46,85.18,Regular Monitoring,Low Risk,0
286,21,Male,2,92.29,32.44,56.11,49.06,2.13,6.05,25.15,13,9,70,8,7,49.81,0,0,1,21.21,27.52,Academic Counseling and Tutoring,High Risk,2
287,23,Male,4,95.26,30.81,89.92,46.54,1.54,6.39,20.81,18,11,10,6,1,16.48,1,0,0,47.44,49.59,Adaptive Learning Resources,Medium Risk,1
288,17,Male,2,90.51,62.07,99.27,60.82,2.39,2.24,80.4,29,12,68,0,4,39.83,0,1,0,72.29,74.03,Regular Monitoring,Low Risk,0
289,19,Female,3,88.96,74.52,94.29,33.11,2.43,1.14,98.85,15,3,30,9,7,32.87,0,1,1,24.41,30.72,Academic Counseling and Tutoring,High Risk,2
290,18,Male,3,39.47,56.22,65.83,39.58,1.05,13.05,40.31,21,9,3,1,6,34.84,0,1,1,36.06,43.04,Academic Counseling and Tutoring,High Risk,2
291,25,Male,4,86.36,29.89,20.25,64.89,1.06,6.15,41.96,19,13,15,4,1,73.62,1,1,0,48.09,49.87,Adaptive Learning Resources,Medium Risk,1
292,22,Male,1,85.91,71.82,67.49,91.76,1.83,2.1,94.77,5,8,63,2,5,75.24,0,1,1,60.94,66.76,Adaptive Learning Resources,Medium Risk,1
293,19,Female,2,43.53,64.57,23.25,31.17,3.22,3.4,68.16,44,5,56,0,7,75.04,1,0,0,41.93,45.17,Adaptive Learning Resources,Medium Risk,1
294,24,Male,3,78.03,50.5,26.8,70.97,2.1,1.99,33.9,42,13,30,4,3,84.71,0,0,1,47.71,52.16,Adaptive Learning Resources,Medium Risk,1
295,24,Male,4,64.41,46.4,31.26,57.15,1.63,7.43,23.65,32,9,6,7,3,82.44,0,1,1,32.87,33.88,Academic Counseling and Tutoring,High Risk,2
296,18,Female,4,93.5,34.65,45.9,19.41,1.34,12.15,65.09,40,7,70,0,7,68.31,1,0,1,42.37,47.6,Adaptive Learning Resources,Medium Risk,1
297,22,Female,3,80.2,31.7,65.3,60.89,1.84,6.21,56.2,18,3,67,5,6,34.29,0,0,1,31.86,37.19,Academic Counseling and Tutoring,High Risk,2
298,23,Female,1,96.81,47.1,43.35,73.79,2.44,9.49,54.57,4,10,40,0,2,45.06,1,0,1,77.31,80.2,Regular Monitoring,Low Risk,0
299,18,Female,2,41.82,23.33,53.44,63.84,1.28,10.29,97.54,6,13,24,7,0,50.0,0,0,0,51.59,57.81,Adaptive Learning Resources,Medium Risk,1
300,18,Female,1,37.64,54.93,19.02,19.4,1.04,10.83,41.03,33,13,17,4,1,75.09,0,1,0,41.23,44.62,Adaptive Learning Resources,Medium Risk,1
301,17,Male,3,98.28,68.13,67.68,86.91,1.38,9.28,59.04,19,2,23,2,4,60.59,1,0,0,60.27,63.27,Adaptive Learning Resources,Medium Risk,1
302,24,Female,3,40.21,95.33,70.85,13.69,3.21,8.53,37.07,14,11,30,7,1,78.1,0,0,0,59.6,64.17,Adaptive Learning Resources,Medium Risk,1
303,17,Male,3,60.1,70.07,23.45,31.24,2.4,7.44,45.74,37,5,70,9,1,28.5,0,0,1,37.79,42.32,Academic Counseling and Tutoring,High Risk,2
304,25,Female,4,77.25,69.93,81.73,65.41,2.34,7.37,81.27,0,3,13,7,5,34.75,0,0,1,43.34,48.57,Adaptive Learning Resources,Medium Risk,1
305,22,Male,3,92.2,49.95,70.03,29.62,1.06,5.33,35.78,4,12,14,2,4,19.86,0,1,0,39.67,45.07,Academic Counseling and Tutoring,High Risk,2
306,23,Male,2,51.55,30.67,56.63,19.16,3.13,7.82,74.12,33,10,9,6,5,64.74,0,0,0,37.35,44.94,Academic Counseling and Tutoring,High Risk,2
307,23,Female,1,36.89,55.76,61.99,56.07,1.61,7.45,30.37,20,9,25,0,4,97.04,0,0,1,52.44,58.36,Adaptive Learning Resources,Medium Risk,1
308,19,Male,4,68.88,67.89,57.76,75.02,1.27,5.13,35.25,13,11,38,2,5,61.19,0,0,1,45.6,49.22,Adaptive Learning Resources,Medium Risk,1
309,18,Female,1,65.62,77.92,19.57,46.97,3.53,4.87,21.85,16,10,37,6,3,33.74,1,0,0,46.82,49.16,Adaptive Learning Resources,Medium Risk,1
310,25,Male,1,54.95,86.09,77.49,72.86,2.46,6.97,70.44,11,7,74,2,2,67.39,0,0,1,76.43,79.44,Regular Monitoring,Low Risk,0
311,24,Male,1,91.8,40.47,58.5,87.46,3.25,12.14,99.23,26,10,16,6,7,72.8,0,1,0,57.38,61.06,Adaptive Learning Resources,Medium Risk,1
312,23,Female,2,83.71,39.3,29.69,96.29,3.47,4.09,72.52,5,10,60,2,4,64.12,0,0,0,68.73,70.5,Regular Monitoring,Low Risk,0
313,25,Female,1,90.78,65.22,72.86,30.99,3.89,12.76,93.87,38,8,6,2,1,46.63,0,1,0,91.07,90.71,Regular Monitoring,Low Risk,0
314,20,Female,4,45.52,65.28,74.08,64.48,2.87,11.0,62.11,24,6,16,1,6,85.53,0,0,0,61.3,64.37,Adaptive Learning Resources,Medium Risk,1
315,20,Male,4,80.01,37.44,33.15,34.02,1.2,4.3,74.42,26,9,19,4,3,56.78,0,1,1,35.59,42.75,Academic Counseling and Tutoring,High Risk,2
316,17,Female,4,98.38,67.0,82.7,88.38,2.67,0.7,94.04,44,6,6,0,0,99.07,0,0,0,93.66,96.01,Regular Monitoring,Low Risk,0
317,24,Female,1,74.77,47.67,53.8,90.13,2.53,1.61,26.9,1,13,18,3,7,35.69,1,1,0,37.96,42.32,Academic Counseling and Tutoring,High Risk,2
318,19,Female,4,46.14,71.15,30.35,38.99,1.17,13.3,67.79,21,12,23,3,3,33.98,0,0,0,46.99,50.83,Adaptive Learning Resources,Medium Risk,1
319,23,Male,4,99.73,43.28,70.9,68.08,1.92,12.2,66.04,31,13,65,9,6,21.39,0,1,0,39.24,44.94,Academic Counseling and Tutoring,High Risk,2
